genes	logFC	logCPM	LR	PValue	FDR	symbol	keyvals
ENSG00000168314	1.28736647518136	9.25720982606683	50.325259932354	1.30261987174626e-12	4.43960765574092e-10	MOBP	gold
ENSG00000180447	-1.240623273965	3.73369212202898	50.1903538662105	1.39532022250062e-12	4.67211960818366e-10	GAS1	royalblue
ENSG00000138193	-0.600395651045707	4.63354649592628	50.0700920895528	1.48350961892045e-12	4.88176975633029e-10	PLCE1	royalblue
ENSG00000135862	-0.60216346885023	4.83025435908563	49.9946026266402	1.54169469625836e-12	4.98725169030289e-10	LAMC1	royalblue
ENSG00000084676	-0.276492467111613	6.99885501358744	49.2390343242445	2.26596497744102e-12	7.20803459323989e-10	NCOA1	royalblue
ENSG00000186298	-0.350214040519787	6.67130515863731	49.1660206915558	2.35189646831585e-12	7.35873704824203e-10	PPP1CC	royalblue
ENSG00000081818	-0.602424625623884	4.08144287093833	48.9584198892923	2.6144651155929e-12	7.95927802778139e-10	PCDHB4	royalblue
ENSG00000165474	-1.82343102162173	2.84855152796616	48.9488612516563	2.62723732447987e-12	7.95927802778139e-10	GJB2	royalblue
ENSG00000198743	-0.943865786763999	5.88807763084688	48.4995848173516	3.30358813099089e-12	9.85191922938939e-10	SLC5A3	royalblue
ENSG00000147571	1.56788307584139	1.80624263292379	48.0817471408028	4.08814498749196e-12	1.20040515740418e-09	CRH	gold
ENSG00000011465	-1.10791656058542	5.98813726208032	48.0120845482766	4.23600291866469e-12	1.20743867674062e-09	DCN	royalblue
ENSG00000143772	-0.752915515856189	8.69034832418384	48.0108713782805	4.23862471663112e-12	1.20743867674062e-09	ITPKB	royalblue
ENSG00000123066	-0.261799168622093	6.45091474541073	47.6670424741013	5.05112181132557e-12	1.41773104251412e-09	MED13L	royalblue
ENSG00000117280	-0.572935796779261	5.03252607658237	47.6111218517457	5.19727889719328e-12	1.4376125366932e-09	RAB29	royalblue
ENSG00000137509	-0.549972338103504	6.23897054478731	47.3557381171093	5.92045534788636e-12	1.61425443956799e-09	PRCP	royalblue
ENSG00000197971	1.25678365796524	12.6986949918446	47.1004268438878	6.74409988231532e-12	1.78709983440587e-09	MBP	gold
ENSG00000152779	-2.04420388875936	1.7726926561035	47.0878361638171	6.78756250062439e-12	1.78709983440587e-09	SLC16A12	royalblue
ENSG00000157005	1.42012075200217	3.54551203995468	47.0741034638702	6.83528701203125e-12	1.78709983440587e-09	SST	gold
ENSG00000175265	0.489345886035562	5.89634817978734	46.7334302029926	8.13297025465964e-12	2.09764689568154e-09	GOLGA8A	gold
ENSG00000049323	-0.601695251135574	4.15229582938747	46.5558154566355	8.90455949275191e-12	2.26117188437501e-09	LTBP1	royalblue
ENSG00000103888	-1.18602936770274	4.44151937980855	46.534068433127	9.00393289387512e-12	2.26117188437501e-09	CEMIP	royalblue
ENSG00000187079	-0.466624402346867	5.93421299626065	46.3557795491691	9.86161882444929e-12	2.42937797408286e-09	TEAD1	royalblue
ENSG00000164761	-1.3564459227298	3.13748601905775	46.3425759673379	9.92829728484035e-12	2.42937797408286e-09	TNFRSF11B	royalblue
ENSG00000106351	-0.461589510028099	5.53962566344919	46.2695785849442	1.03051629894398e-11	2.4896752002082e-09	AGFG2	royalblue
ENSG00000142227	-0.87568605764774	3.75756702420176	46.1185057400505	1.11312057802556e-11	2.62436491635116e-09	EMP3	royalblue
ENSG00000146416	0.2527234671723	5.57846345798784	46.1173684174862	1.11376694029364e-11	2.62436491635116e-09	AIG1	gold
ENSG00000162909	-0.568863535499546	7.13909497882028	45.8545209007859	1.27368846492489e-11	2.96458756604348e-09	CAPN2	royalblue
ENSG00000256537	0.310039611994264	5.08029614972228	45.7993980421468	1.31003791382027e-11	3.0124558582137e-09	SMIM10L1	gold
ENSG00000167792	0.249966229927097	6.83953849834668	45.7704975902901	1.32950864185371e-11	3.02083356409761e-09	NDUFV1	gold
ENSG00000172380	-0.651538113270148	5.33217282650725	45.5234367497184	1.50823295248523e-11	3.38660401542742e-09	GNG12	royalblue
ENSG00000084073	-0.330488627373288	5.67348241740171	45.3048434855341	1.68631578019385e-11	3.71222014009515e-09	ZMPSTE24	royalblue
ENSG00000187720	-1.24198555509803	4.52490427243591	45.2980829121081	1.69214687303929e-11	3.71222014009515e-09	THSD4	royalblue
ENSG00000172935	-1.35746427722561	1.90502450057379	45.0118455057661	1.95846170502075e-11	4.24763637523022e-09	MRGPRF	royalblue
ENSG00000069702	-0.750448102372174	5.06079575712698	44.9666759108715	2.00416185779192e-11	4.2979138446985e-09	TGFBR3	royalblue
ENSG00000175575	0.485303973198625	5.89053288580652	44.8800620843828	2.09480000077812e-11	4.44237253498346e-09	PAAF1	gold
ENSG00000177311	-0.35991770573262	6.52956010305977	44.7913491985048	2.19188949439966e-11	4.59718713078152e-09	ZBTB38	royalblue
